
time,Latitude,Longitude,,
08:28:42:738,45.42429666666667,11.948704999999999,
08:28:43:741,45.42428333333334,11.948708333333332,
08:28:44:739,45.42427166666666,11.948715,
08:28:45:741,45.424258333333334,11.948718333333334,
08:28:46:740,45.424246666666676,11.948726666666667,
08:28:48:806,45.42423,11.948731666666667,
08:28:50:807,45.424211666666665,11.948740000000003,
08:28:52:804,45.42419499999999,11.948746666666667,
08:28:53:736,45.424185,11.948749999999999,
08:28:54:738,45.42417333333333,11.948755000000002,
08:28:56:804,45.42415833333333,11.948766666666666,
08:28:58:808,45.424146666666665,11.948770000000001,
08:29:00:810,45.42413833333333,11.948761666666666,
08:29:02:812,45.42413333333334,11.948740000000003,
08:29:04:810,45.42413333333334,11.948713333333334,
08:29:05:788,45.42413333333334,11.948696666666669,
08:29:06:786,45.42413333333334,11.948678333333332,
08:29:07:785,45.42413166666667,11.948661666666665,
08:29:08:788,45.42413333333334,11.948641666666667,
08:29:09:785,45.42413499999999,11.948620000000002,
08:29:10:786,45.42413833333333,11.948601666666665,
08:29:11:786,45.42413833333333,11.948585,
08:29:13:811,45.42413166666667,11.948563333333334,
08:29:14:809,45.42413166666667,11.948550000000001,
08:29:15:748,45.42413333333334,11.948536666666666,
08:29:16:738,45.42413666666666,11.948523333333332,
08:29:17:743,45.42414166666667,11.948509999999999,
08:29:18:764,45.424144999999996,11.948495,
08:29:19:761,45.42414999999999,11.948481666666664,
08:29:20:742,45.42415333333334,11.948468333333334,
08:29:21:750,45.424155000000006,11.948453333333335,
08:29:23:806,45.42416166666667,11.948431666666666,
08:29:24:809,45.424168333333334,11.948419999999999,
08:29:26:784,45.424175,11.94841,
08:29:27:784,45.42417999999999,11.948398333333333,
08:29:29:811,45.42418333333333,11.948381666666668,
08:29:31:810,45.424185,11.948361666666665,
08:29:32:806,45.42418333333333,11.948346666666664,
08:29:34:808,45.42418166666666,11.948325,
08:29:37:804,45.424185,11.948303333333335,
08:29:39:806,45.42418166666666,11.948281666666666,
08:29:41:810,45.42418333333333,11.948263333333333,
08:29:42:807,45.424188333333326,11.948246666666668,
08:29:43:741,45.424191666666665,11.948224999999999,
08:29:44:760,45.42419833333334,11.948208333333332,
08:29:45:745,45.42420333333333,11.948194999999998,
08:29:47:800,45.424209999999995,11.948179999999999,
08:29:49:810,45.42422,11.948174999999999,
08:29:51:806,45.42423,11.948183333333334,
08:29:53:808,45.424236666666665,11.948194999999998,
08:29:56:811,45.42422833333333,11.948203333333334,
08:29:58:812,45.42421833333333,11.948198333333334,
08:30:16:807,45.42417166666667,11.948216666666667,
08:30:17:808,45.42416166666667,11.948228333333335,
08:30:18:737,45.424156666666676,11.948241666666668,
08:30:19:739,45.42415166666667,11.948253333333332,
08:30:20:741,45.42414833333334,11.948268333333333,
08:30:21:740,45.42414166666667,11.948283333333332,
08:30:22:739,45.42413333333334,11.948293333333334,
08:30:25:807,45.424125000000004,11.94831,
08:30:29:811,45.42411333333333,11.948305000000001,
08:30:31:800,45.424101666666665,11.948295,
